Challenge Area,Challenge Sub-Area,Challenge Component,Benchmark ID,Dataset,Data Producer,Year,Producer ID,Indicator Title,Indicator ID,Source Indicator ID,Indicator Question,Indicator Description,Value Max,Possible Text Values,Qual. Assessment,URL(s),Core vs Context,Cluster?,Primary,Secondary,Rest,All
Fiscal Openness,Legislative Oversight,NA,fo_leg_02,Open Budget Survey,International Budget Partnership,2023,IBP,Review of Sectoral Spending,fo_leg_spendrev,q113,"During the last approval process, legislative committees responsible for particular sectors (e.g., health, education, defense, etc.), examined spending in the Executive’s Budget Proposal in the sector they oversee and published reports with findings and recommendations prior to the budget being adopted.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

Question 113 assesses the role of committees of the legislature that are responsible for particular sectors (e.g., health, education, defense, etc.) during the budget approval stage. The role of sectoral committees differs across legislatures. Some legislatures do not involve them in the budget approval process, while others do. In addition, the time available for committee analysis differs. 

A report with the committee’s findings and recommendations is intended to inform the debate in the full legislature, so therefore must be published before the legislature has adopted the budget. Response “a” requires that sector committees had one month or more to examine the Executive’s Budget Proposal, and published a report with findings and recommendations prior the budget being adopted. Response “b” applies where such committees examined the draft budget and published a report, but within a shorter timeframe of less than one month. Response “c” applies if sectoral committees examined the budget (without regard to the time period), but did not publish a report prior to the adoption of the budget. Response “d” applies where sectoral committees did not examine the Executive’s Budget Proposal. 

Please note that the examination of sectoral budgets by a specialized budget or finance committee is assessed in Question 112 and should not be considered for this question.

Please provide in the comments a brief overview of the committee structure and specify the number of days that sectoral committees had available to examine the budget and to publish their reports. For bicameral legislatures where one house or chamber has greater constitutional authority in budgetary matters, the question applies to the house or chamber (usually the upper or second one) that is decisive. For bicameral legislatures with coequal houses or chambers, the question should be answered with reference to the one that achieves the higher score for this question. In the case of bicameral legislatures, please note the relevant arrangements in each house or chamber. If applicable, provide a sample copy of at least one of the reports. Please note if a report is published, but only after the budget has been adopted. 

For purposes of responding to this question, use those sectoral committees that are best performing – that is, the ones that examine the budget the longest and that publish reports.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=127,Core,0,,,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Legislative Oversight,NA,fo_leg_03,Open Budget Survey,International Budget Partnership,2023,IBP,Review of budget implementation,fo_leg_imprev,q114,"In the past 12 months, a committee of the legislature examined in-year implementation of the Enacted Budget and published report(s) with findings and recommendations.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

Question 114 is about legislative oversight of budget execution. It assesses whether and how often a committee examined the implementation of the budget during the budget execution period (i.e., financial year) for which it was approved, and whether this resulted in an official report with findings and recommendations. This question does not apply to the ex post review of implementation following the end of the budget year as part of the audit stage, which is assessed separately. Nor does it apply to the legislature’s review of the budget that it may undertake as part of the process of considering a supplemental budget during the year. In-year monitoring by the legislature will be affected by the frequency that the executive publishes In-Year Reports. 

To answer “a,” a committee must have examined in-year implementation of the Enacted Budget at least three times during the course of the relevant budget year and published reports with findings and recommendations. Answer “b” applies where this occurred only once or twice during the year. Exception: If a legislature is in session only twice during the year, and it examines the implementation of the budget during both sessions, then it would be eligible for an “a” response. 

Choose “c” if a committee examined in-year implementation (without regard to frequency), but did not publish any report with findings and recommendations. Answer “d” applies where no committee examined in-year implementation. 

If the answer is “a” or “b,” please specify the name of the committee and when it reviewed budget implementation, and provide a copy of its report(s). If the answer is “c,” please specify the name of the committee and when it reviewed budget implementation. 

For purposes of responding to this question, if more than one committee holds in-year reviews of the budget, use the committee that is best performing – that is, the one that examines in-year implementation the most times and that publishes a report.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=128,Core,0,,,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Legislative Oversight,NA,fo_leg_04,Open Budget Survey,International Budget Partnership,2023,IBP,Review of SAI audit report,fo_leg_auditrev,q118,A committee of the legislature examined the Audit Report on the annual budget produced by the SAI within six months of its availability and published a report with findings and recommendations.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

Question 118 is about ex post oversight following the implementation of the budget. It probes whether a committee examined the Audit Report on the annual budget produced by the Supreme Audit Institution (SAI), and whether this resulted in an official report with findings and recommendations. A key issue is how soon after the SAI releases the report does it legislature review it. This question does not apply to the legislative scrutiny of in-year implementation of the Enacted Budget during the relevant budget execution period, which is assessed separately. Also, the question is asking specifically about the SAI’s annual report on the execution of the budget, not about other audit reports that the SAI may produce. (This is the Audit Report used for responding to Question 98.) 

To answer “a,” a legislative committee must have examined the annual Audit Report within three months of it being released by the SAI, and then published a report (or reports) with findings and recommendations. (Note that the three-month period should only take into account time when the legislature is in session.) 

Answer “b” applies when the committee examines it within six months of it being released (but more than three months), and then published a report with its findings and recommendations. Choose “c” if a committee examined the annual Audit Report more than six months after it became available or it did not publish any report with findings and recommendations. Answer “d” applies where no committee examined the annual Audit Report. If the answer is “a” or “b,” please specify the name of the committee and when it reviewed the Audit Report, and provide a copy of its report(s). 

If the answer is “c,” please specify the name of the committee and when it reviewed budget implementation. Answers “a,” “b,” or “c” may be selected if the Audit Report is produced by the SAI but not made publicly available.
",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=132,Core,0,RCID_128,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Executive,fo_pp_01,Open Budget Survey,International Budget Partnership,2023,IBP,Participation in budget development,fo_pp_execdev,q125,The executive uses open participation mechanisms by which the public can provide input during the formulation of the annual budget.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles on “Inclusiveness” and “Timeliness” and assesses the extent to which the participation mechanism(s) used by the executive are truly interactive and involve a two-way conversation between citizens and the executive. 

The drafting of this question and its answers are partially drawn from the IAP2 Spectrum of Public Participation, in particular with regards to the concepts of “involvement” (option “a” in the responses) and “consultation” (option “b”). See: https://cdn.ymaws.com/www.iap2.org/resource/resmgr/foundations_course/IAP2_P2_Spectrum_FINAL.pdf. 

Please consider only participation mechanisms that the Ministry of Finance, lead budget agency, or central coordinating agency designated by the government to implement participation mechanisms (“the executive”) is currently using to allow the public to participate in the formulation of the annual budget, including annual pre-budget discussions. Participation mechanisms used only by line ministries should not be used to answer this question. If there is more than one mechanism used by the executive, please select the deepest or most interactive mechanism that reflects the government’s efforts to incorporate citizens’ input into the formulation of the annual budget. The participation mechanisms can involve a range of different issues, such as spending and tax policy, funding and revenue levels, and macro-fiscal planning. 

To answer “a,” the executive must use open participation mechanisms that involve the public in the formulation of the annual budget. This means that a public process is in place whereby CSOs and/or individual members of the public and government officials interact, and have the opportunity to express their opinions to each other in what can be considered a public dialogue between them (i.e., in-person and online discussion forums). Additionally, the mechanism should be open to any CSO and/or individual members of the public who wish to participate. By selecting this answer, the researcher must present evidence to support the presence of a public dialogue among citizens and government officials. Examples include public meetings and online deliberative exchanges. 

Answer “b” applies if an open consultation mechanism is in place whereby members of the public (i.e., individuals and/or CSOs as well as academics, independent experts, policy think tanks, and business organizations) can provide their input in the formulation of the annual budget. This answer applies if the government is using a mechanism that is structured and well established, and not ad-hoc. The researcher must present evidence to support the presence of consultative processes through which the executive seeks out inputs from citizens. Examples include surveys, focus groups, report cards, published policy consultation exercises, and online platforms that government officials actively manage to solicit inputs. 

Answer “c” applies if the executive has established a mechanism or mechanisms to allow citizens to participate in the budget formulation phase, but: 

1) The mechanisms are not structured and happen only on ad-hoc basis, or not regularly. and/or 

2) The executive consults with and/or interacts with, citizens, but there is discretion in who is allowed to participate, and the executive determines fully or partially such selection process by inviting specific groups (for example by making an open call but just to experts from a particular sector, or naming specific organizations). While it is not possible for all citizens and/or CSOs to participate in this or other phases of the budget process, options “a” and “b” apply if the government does not exercise any discretion in determining who is allowed to participate. While there is likely going to be self-selection, it is important that the selection is not made by the executive. 

In cases where there is discretion in who is allowed to participate, to select answer choice “c”, there should be some sort of public record (held in public, minutes of meetings released to public) so that all CSOs and individual members of the public can have knowledge of the meeting, who participated, and what was discussed. 

Examples of mechanisms that might qualify as a “c” response include hotlines, Facebook announcements, and one-off meetings with NGOs in which there is a public record. 

The researcher must present evidence to support selection of a “c” response.

Answer “d” applies if the requirements for a “c” response or above are not met or if the executive does not use public participation mechanisms during the budget formulation stage.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=137,Core,0,RCID_115,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_116; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Executive,fo_pp_02,Open Budget Survey,International Budget Partnership,2023,IBP,Feedback on public inputs (development),fo_pp_execdevfeed,q132,"The executive provides the public with the list of inputs received in the formulation of the annual budget, and a summary of how the inputs were used.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles of “Transparency” and “Sustainability”, and examines the extent to which the executive provides information to citizens on which public inputs were received, which ones are used in the formulation of the annual budget, and how/why. 

By “written record”, we mean a document that is produced and released by the lead budget agency (Ministry of Finance, Treasury) that has set up and holds the participation activity. 

Answer “a” applies when the executive provides a written document with: 
- The inputs (e.g., a written transcript) received from the public and 
- A detailed report on how the inputs were used or not used (such report should include information on which inputs were used or not used, why, and how) 

Answer “b” applies when the executive provides a written document that includes: 
- The inputs (e.g., a written transcript) received from the public and 
- A not-so-detailed report, such as a document with a few paragraphs, on how public inputs were used or not used. This document only gives a general idea on how those inputs were used or not used. 

Answer “c” applies when the executive provides a written document that includes: 
- The inputs (e.g., a written transcript) received from the public or 
- A report (being it detailed or not-so-detailed) on how public inputs have been used or not used. 

Answer “d” applies if the requirements for a “c” response or above are not met or if the executive does not use public participation mechanisms during the budget formulation stage.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=146,Core,0,RCID_116,RCID_115,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Executive,fo_pp_03,Open Budget Survey,International Budget Partnership,2023,IBP,Participation in budget implementation,fo_pp_execimp,q128,The executive uses open participation mechanisms by which the public can provide input in monitoring the implementation of the annual budget.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles on “Inclusiveness” and “Timeliness” and assesses the extent to which the participation mechanism(s) used by the executive are truly interactive and involve a two-way conversation between citizens and the executive.

The drafting of this question and its answers are partially drawn from the IAP2 Spectrum of Public Participation, in particular with regards to the concepts of “involvement” (option “a” in the responses) and “consultation” (option “b”). See: https://cdn.ymaws.com/www.iap2.org/resource/resmgr/foundations_course/IAP2_P2_Spectrum_FINAL.pdf.  

Please consider only participation mechanisms that the Ministry of Finance, lead budget agency, or central coordinating agency designated by the government to implement participation mechanisms (“the executive”) is currently using to allow the public to participate in monitoring the implementation of the annual budget. If the executive has designated a central coordinating agency to implement participation mechanisms throughout the national budget process, researchers may consider these mechanisms. Participation mechanisms used only by line ministries should not be used to answer this question. If there is more than one mechanism used by the executive, please select the deepest or most interactive mechanism that reflects the government’s efforts to incorporate citizens’ input into the implementation of the annual budget. The participation mechanisms can involve a range of different issues, such as revenue administration, public service delivery, public investment project implementation, including procurement, and the administration of social transfer schemes. 

To answer “a,” the executive must use open participation mechanisms that involve the public in the implementation of the annual budget. This means that a public process is in place whereby CSOs and/or individual members of the public and government officials interact, and have the opportunity to express their opinions to each other in what can be considered a public dialogue between them (i.e., in-person and online discussion forums). Additionally, the mechanism should be open to any CSO and/or individual members of the public who wish to participate. By selecting this answer, the researcher must present evidence to support the presence of a public dialogue among citizens and government official. Examples include public meetings, online, deliberative exchanges, procurement complaint mechanisms, and social monitoring and dialogue. 

Answer “b” applies if an open consultation mechanism is in place whereby members of the public (i.e., individuals and/or CSOs as well as academics, independent experts, policy think tanks, and business organizations) can provide their input on the implementation of the annual budget. This answer applies if the government is using a mechanism that is structured and well established, and not ad-hoc. The researcher must present evidence to support the presence of consultative processes through which the executive seeks out inputs from citizens. Examples include public hearings, surveys, focus groups, report cards, and online platforms that government officials actively manage to solicit inputs. 

Answer “c” applies if the executive has established a mechanism or mechanisms to allow citizens to provide input on budget implementation, but: 

1) The mechanisms are not structured, happen only on ad-hoc basis, or not regularly. and/or
2) The executive consults with and/or interacts with, citizens, but there is discretion in who is allowed to participate, and the executive determines fully or partially such selection process by inviting specific groups (for example by making an open call but just to experts from a particular sector, or naming specific organizations). While it is not possible for all citizens and/or CSOs to participate in this or other phases of the budget process, options “a” and “b” apply if the government does not exercise any discretion in determining who is allowed to participate. While there is likely going to be self-selection, it is important that the selection is not made by the executive. 

In cases where there is discretion in who is allowed to participate, to select answer choice “c”, the researcher must have evidence that the government is holding participation mechanisms that have some sort of public record (held in public, minutes of meetings released to public) so that all CSOs and members of the public can have knowledge of the meeting, who participated, and what was discussed. 

Examples include hotlines, Facebook announcements, one-off meetings with NGOs in which there is a public record. 

The researcher must present evidence to support selection of a “c” response. 

Answer “d” applies if the requirements for a “c” response or above are not met or if the executive does not use public participation mechanisms during the budget implementation stage.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=141,Core,0,RCID_119,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Executive,fo_pp_04,Open Budget Survey,International Budget Partnership,2023,IBP,Feedback on public inputs (implementation),fo_pp_execimpfeed,q133,"The executive provides the public with the list of inputs received to assist in monitoring the implementation of the annual budget, and a summary of how the inputs were used.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles of “Transparency” and “Sustainability”, and examines the extent to which the executive provides information to citizens on which public inputs were received during the implementation of the annual budget, which ones are take into account to improve budget monitoring, and how/why. 

By “written record”, we mean a document that is produced and released by the lead budget agency (Ministry of Finance, Treasury) that has set up and holds the participation activity. 

Answer “a” applies when the executive provides a written document with: 
- The inputs (e.g., a written transcript) received from the public and 
- A detailed report on how the inputs were used or not used (such report should include information on which inputs were used or not used, why, and how)

Answer “b” applies when the executive provides a written document that includes: 
- The inputs received (e.g., a written transcript) from the public and 
- A not-so-detailed report, such as a document with a few paragraphs, on how public inputs were used or not used. This document only gives a general idea on how those inputs were or were not taken into account by the executive during budget monitoring. 

Answer “c” applies when the executive provides a written document that includes: 
- The inputs (e.g., a written transcript) received from the public or 
- A report (being it detailed or not-so-detailed) on how public inputs have been used or not used. 

Answer “d” applies if the requirements for a “c” response or above are not met or if the executive does not use public participation mechanisms during the budget implementation stage.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=147,Core,0,RCID_116,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Legislature,fo_pp_05,Open Budget Survey,International Budget Partnership,2023,IBP,Participation in budget deliberations,fo_pp_legdelib,q136,The legislature or relevant legislative committee(s) hold public hearings and receive public contributions during the deliberations on the formulation of the annual budget.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principle on “Sustainability,” “Transparency,” and “Complementarity” and assesses the extent to which the participation mechanism(s) used by the legislative are interactive and involve a two-way conversation between citizens and the legislature, rather than being limited to allowing the public to attend or hear public budget deliberations. 

Please consider participation mechanisms that the legislature (both in its whole institution or its relevant budget/public accounts/finance committees) has put in place and is using to allow the public to participate in their deliberations on the annual budget. This includes deliberations during the pre-budget phase (i.e., when the executive is still in the process of formulating the draft budget) and the budget discussions after the budget has been tabled to parliament and before it is approved. In the comment box, please specify during which stage of the budget cycle the legislature has put in place a public participation mechanism. 

Mechanisms through which members of the public reach out to individual Members of Parliament as opposed to the legislature (both in its whole institution or its relevant budget/public accounts/finance committees) or unofficial hearings organized by a subset of committee members should not be considered in answering this question. 

If there is more than one mechanism, please select a mechanism that best shows/reflects the legislature’s efforts to incorporate citizens into the formulation of the annual budget. The participation mechanisms can involve a range of different issues, such as revenues, policy selection, and macro-fiscal planning (please note that the issue of coverage is covered in a subsequent question). 

To answer “a,” the legislature must hold public hearings where citizens are allowed to testify. This answer applies only if the legislature does not exercise discretion in determining which citizens and/or CSOs can testify (for example, participation takes place on a first-come-first-served basis).

Answer “b” should be selected if the following applies: 
• The legislature holds public hearings on the budget; 
• Testimony is not allowed from members of the public or CSOs; but 
• There are other means used by the legislature to receive and collect views from citizens and CSOs on the budget, and the legislature does not exercise discretion in determining which citizens and/or CSOs can provide input. The researcher must provide evidence to support the presence of those alternative processes through which the legislature seeks inputs from citizens. For example, there should be a public record indicating that views from citizens and the public were sought. 

Answer “c” should be selected if the following applies: 
• The legislature holds public hearings on the budget; 
• Testimony is not allowed from members of the public or CSOs; 
• No other means are used by the legislature to receive and collect views/input from citizens and CSOs on the budget, but 
• The legislature invites a few individuals/groups to provide input (through public hearings or elsewhere).
• The legislature has a provision (via standing orders or in law) through which the public can submit their inputs, and members of the public or CSOs actively use it to submit opinions on the budget.

Answer “d” applies if the requirements for a “c” response or above are not met or if the legislature does not use public participation mechanisms during its deliberations on the annual budget.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=151,Core,0,RCID_115,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_116; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Legislature,fo_pp_06,Open Budget Survey,International Budget Partnership,2023,IBP,Feedback on public inputs (budget deliberations),fo_pp_legdelibfeed,q138,"The legislature provides the public with the list of inputs received during legislative deliberations on the annual budget, and a summary of how the inputs were used.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles of “Transparency” and “Sustainability”, and examines the extent to which the legislature provides information to citizens on which public inputs were received and how inputs were used during legislative deliberations (please note that these deliberations can refer to the pre-budget and approval phases). By “written record” in this question, we mean a document that is produced and released by the legislature. 

Answer “a” applies when the legislature provides a written document with: 
- The inputs received from the public (e.g., a written transcript) and 
- A detailed report on how the inputs were used or not used (such report should include information on which inputs were used or not used, why, and how). 

Answer “b” applies when the legislature provides a written document that includes: 
- The inputs received from the public (e.g., a written transcript) and 
- A not-so-detailed report on how public inputs were used or not used. This document only gives a general idea on how those inputs were used or not used in legislative deliberations on the annual budget (please note that these deliberations refer to the pre-budget and approval phases). 

Answer “c” applies when the legislature makes available a video recording of the relevant legislative session or provides a written document that includes: 
- The inputs received from the public (e.g., a written transcript) or 
- A report (being it detailed or not-so-detailed) on how public inputs have been used or not used.

Answer “d” applies if the requirements for a “c” response or above are not met or if the legislature does not use public participation mechanisms during its deliberations on the annual budget.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=152,Core,0,RCID_116,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,Legislature,fo_pp_07,Open Budget Survey,International Budget Partnership,2023,IBP,Participation in audit report deliberations,fo_pp_legauditdelib,q139,The legislature holds public hearings and receives public contributions during the deliberations on the Audit Report.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principle on “Sustainability,” “Transparency,” and “Complementarity” and assesses the extent to which the participation mechanism(s) used by the legislative are interactive and involve a two-way conversation between citizens and the legislature, rather than being limited to allowing the public to attend or hear public budget deliberations. 

A key constitutional role of the legislature in almost all countries is to oversee the government’s management of public resources. While the Supreme Audit Institution is responsible for checking the government’s accounts and publishing the outcome of their audits, for accountability purposes it is essential that the legislature reviews and scrutinizes those reports, and checks on whether the executive is taking the appropriate corrective actions based on the Supreme Audit Institution’s recommendations. 

Holding public hearings to review audit findings allows the public to learn more about how the government has managed its resources for the budget years that have ended, and demand accountability in case of mismanagement and irregularities. Reviewing and discussing those reports in public is therefore a key responsibility of a legislature. 

Please note that by “Audit Report” we refer to the same audit report assessed in the transparency section of this Survey, i.e., one of the eight key budget documents that all governments (in this case, the Supreme Audit Institution) must produce, according to best practice. 

Please consider participation mechanisms that the legislature (both in its whole institution or its relevant budget/public accounts/finance committees) have put in place and using to allow the public to participate in their deliberations on the Audit Report.

Mechanisms through which members of the public reach out to individual members of parliament as opposed to the legislature (both in its whole institution or its relevant budget/public accounts/finance committees) or unofficial hearings organized by a subset of committee members should not be considered in answering this question. 

To answer “a,” the national legislature must hold public hearings where citizens are allowed to testify. This answer applies only if the legislature does not exercise discretion in determining which citizens and/or CSOs can testify (for example, participation takes place on a first-come-first-served basis). 

Answer “b” should be selected if the following applies: 
• The legislature holds public hearings on the Audit Report; 
• No testimony is allowed from the public; BUT 
• There are other means used by the legislature to receive and collect views from citizens and CSOs on the Audit Report, and the legislature does not exercise discretion in determining which citizens and/or CSOs can provide input. The researcher must provide evidence to support the presence of those alternative processes through which the legislature seeks inputs from citizens. For example, there should be a public record indicating that views from citizens and the public were sought. 

Answer “c” should be selected if the following applies: 
• The legislature holds public hearings on the Audit Report; 
• No testimony is allowed from the public; 
• No other means are used by the legislature to receive and collect views/input from citizens and CSOs on the Audit Report, BUT 
• The legislature invites a few individuals/groups to provide input (through public hearings or elsewhere) 

Answer “d” applies if the requirements for a “c” response or above are not met or if the legislature does not use public participation mechanisms during its deliberations on the Audit Report.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=154,Core,0,RCID_119,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,SAIs,fo_pp_08,Open Budget Survey,International Budget Partnership,2023,IBP,Public proposals for audits,fo_pp_saiprop,q140,The SAI maintains formal mechanisms through which the public can suggest issues/topics to include in its audit program.,"OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) is considered “Yes”. A score of b), c) or d) is considered “No”. See how the OBS determines scores below.

This question assesses whether the Supreme Audit Institution (SAI) has established mechanisms through which the public can provide suggestions on issues/topics to be included in its audit program. When deciding its audit agenda, the SAI may undertake audits for a sample of agencies, projects, and programs in the country; and such a selection could be based on complaints and suggestions made by members of the public. To receive such suggestions, the SAI may create formal mechanisms, like setting up a website, hotline, or office (or assigning staff to liaise with the public).

Please note that formal mechanisms that do not explicitly seek the public’s input in the audit program (such as general comment submission boxes on the SAI’s website) should not be considered for this question.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=154,Core,0,RCID_115,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_116; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
Fiscal Openness,Public Participation,SAIs,fo_pp_09,Open Budget Survey,International Budget Partnership,2023,IBP,Feedback on public proposals,fo_pp_saipropfeed,q141,"The SAI provides the public with the list of inputs received to determine its audit program, and a summary of how the inputs were used.","OBS assesses this indicator on a scale of a) through d). For OGP purposes, a score of a) or b) is considered “Yes”. A score of c) or d) is considered “No”. See how the OBS determines scores below.

This question reflects the GIFT principles of “Transparency” and “Sustainability”, and examines the extent to which the Supreme Audit Institution provides information to citizens on which public inputs were received, which ones are used to determine the Supreme Audit Institution’s audit program. By “written record” in this question, we mean a document that is produced and released by the Supreme Audit Institution. 

Answer “a” applies when the Supreme Audit Institution provides a written document with: - The inputs received from the public and - A detailed report on how the inputs were used or not used (such report should include information on which inputs were used or not used, why, and how). 

Answer “b” applies when the SAI provides a written document that includes: - The inputs received from the public and - A not-so-detailed report on how public inputs were used or not used. This document only gives a general idea on how those inputs were used or not used to determine the SAI’s annual audit program. 

Answer “c” applies when the SAI provides a written document that includes: - The received from the public or - A report (being it detailed or not-so-detailed) on how public inputs have been used or not used.

Answer “d” applies if requirements for a “c” response or above are not met or if maintain formal mechanisms through which the public can suggests issues/topics to include in the SAI’s audit program.",1,No; Yes,0,Method: https://internationalbudget.org/sites/default/files/2024-05/2023-OBS-Questionnaire-and-Guidelines-English.pdf#page=155,Core,0,RCID_116,,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_117; RCID_118; RCID_119,RCID_107; RCID_108; RCID_109; RCID_110; RCID_111; RCID_112; RCID_113; RCID_114; RCID_115; RCID_116; RCID_117; RCID_118; RCID_119
